Fund,Month,Net Return
Summit Asset Management,2016-03-01,5.38%
Summit Asset Management,2016-04-01,0.28%
Summit Asset Management,2016-05-01,-1.21%
Summit Asset Management,2016-06-01,1.07%
Summit Asset Management,2016-07-01,0.76%
Summit Asset Management,2016-08-01,-0.31%
Summit Asset Management,2016-09-01,-2.62%
Summit Asset Management,2016-10-01,6.57%
Summit Asset Management,2016-11-01,-0.14%
Summit Asset Management,2016-12-01,4.62%
Summit Asset Management,2017-01-01,-2.12%
Summit Asset Management,2017-02-01,-0.51%
Summit Asset Management,2017-03-01,0.93%
Summit Asset Management,2017-04-01,1.4%
Summit Asset Management,2017-05-01,1.36%
Summit Asset Management,2017-06-01,0.13%
Summit Asset Management,2017-07-01,4.1%
Summit Asset Management,2017-08-01,1.48%
Summit Asset Management,2017-09-01,1.92%
Summit Asset Management,2017-10-01,-0.76%
Summit Asset Management,2017-11-01,5.36%
Summit Asset Management,2017-12-01,-0.51%
Summit Asset Management,2018-01-01,1.5%
Summit Asset Management,2018-02-01,-2.61%
Summit Asset Management,2018-03-01,-0.57%
Summit Asset Management,2018-04-01,1.91%
Summit Asset Management,2018-05-01,-5.38%
Summit Asset Management,2018-06-01,-10.97%
Summit Asset Management,2018-07-01,-7.41%
Summit Asset Management,2018-08-01,-7.77%
Summit Asset Management,2018-09-01,2.1%
Summit Asset Management,2018-10-01,-0.55%
Summit Asset Management,2018-11-01,-5.86%
Summit Asset Management,2018-12-01,0.49%
Summit Asset Management,2019-01-01,1.34%
Summit Asset Management,2019-02-01,1.93%
Summit Asset Management,2019-03-01,-0.05%
Summit Asset Management,2019-04-01,-1.14%
Summit Asset Management,2019-05-01,-1.71%
Summit Asset Management,2019-06-01,3.04%
Summit Asset Management,2019-07-01,-0.31%
Summit Asset Management,2019-08-01,-0.38%
Summit Asset Management,2019-09-01,3.41%
Summit Asset Management,2019-10-01,3.36%
Summit Asset Management,2019-11-01,-1.3%
Summit Asset Management,2019-12-01,2.7%
Summit Asset Management,2020-01-01,2.15%
Summit Asset Management,2020-02-01,0.69%
Summit Asset Management,2020-03-01,3.39%
Summit Asset Management,2020-04-01,2.34%
Summit Asset Management,2020-05-01,1.79%
Summit Asset Management,2020-06-01,2.11%
Summit Asset Management,2020-07-01,1.04%
Summit Asset Management,2020-08-01,1.43%
Summit Asset Management,2020-09-01,-0.78%
Summit Asset Management,2020-10-01,2.79%
Summit Asset Management,2020-11-01,2.23%
Summit Asset Management,2020-12-01,2.18%
Summit Asset Management,2021-01-01,0.3%
Summit Asset Management,2021-02-01,2.01%
Summit Asset Management,2021-03-01,3.45%
Summit Asset Management,2021-04-01,-1.27%
Summit Asset Management,2021-05-01,1.27%
Summit Asset Management,2021-06-01,2.45%
Summit Asset Management,2021-07-01,-0.24%
Summit Asset Management,2021-08-01,0.16%
Summit Asset Management,2021-09-01,-0.12%
Summit Asset Management,2021-10-01,0.24%
Summit Asset Management,2021-11-01,3.55%
Summit Asset Management,2021-12-01,2.11%
Summit Asset Management,2022-01-01,-2.49%
Summit Asset Management,2022-02-01,4.77%
Summit Asset Management,2022-03-01,0.37%
Summit Asset Management,2022-04-01,-0.27%
Summit Asset Management,2022-05-01,0.79%
Summit Asset Management,2022-06-01,2.42%
Summit Asset Management,2022-07-01,-3.67%
Summit Asset Management,2022-08-01,0.5%
Summit Asset Management,2022-09-01,-0.9%
Summit Asset Management,2022-10-01,0.69%
Summit Asset Management,2022-11-01,2.54%
Summit Asset Management,2022-12-01,-1.17%
Summit Asset Management,2023-01-01,-2.24%
Summit Asset Management,2023-02-01,0.96%
Summit Asset Management,2023-03-01,2.78%
Summit Asset Management,2023-04-01,3.66%
Summit Asset Management,2023-05-01,3.93%
Summit Asset Management,2023-06-01,-0.86%
Summit Asset Management,2023-07-01,0.94%
Summit Asset Management,2023-08-01,0.34%
Summit Asset Management,2023-09-01,-3.34%
Summit Asset Management,2023-10-01,3.6%
Summit Asset Management,2023-11-01,-0.72%
Summit Asset Management,2023-12-01,-0.93%
Summit Asset Management,2024-01-01,1.22%
Summit Asset Management,2024-02-01,1.96%
Summit Asset Management,2024-03-01,2.36%
Summit Asset Management,2024-04-01,1.79%
Summit Asset Management,2024-05-01,-1.41%
Summit Asset Management,2024-06-01,-0.02%
Summit Asset Management,2024-07-01,0.36%
Summit Asset Management,2024-08-01,3.65%
Summit Asset Management,2024-09-01,1.57%
Summit Asset Management,2024-10-01,1.86%
Summit Asset Management,2024-11-01,-1.11%
Summit Asset Management,2024-12-01,-1.88%
Kestrel Global,2023-01-01,0.02%
Kestrel Global,2023-02-01,-2.39%
Kestrel Global,2023-03-01,0.69%
Kestrel Global,2023-04-01,-7.12%
Kestrel Global,2023-05-01,-3.08%
Kestrel Global,2023-06-01,8.76%
Kestrel Global,2023-07-01,-4.01%
Kestrel Global,2023-08-01,-0.81%
Kestrel Global,2023-09-01,6.39%
Kestrel Global,2023-10-01,7.49%
Kestrel Global,2023-11-01,-3.02%
Kestrel Global,2023-12-01,1.22%
Kestrel Global,2024-01-01,8.82%
Kestrel Global,2024-02-01,-3.39%
Kestrel Global,2024-03-01,0.27%
Kestrel Global,2024-04-01,-0.04%
Kestrel Global,2024-05-01,-1.49%
Kestrel Global,2024-06-01,-1.59%
Kestrel Global,2024-07-01,-1.06%
Kestrel Global,2024-08-01,-2.04%
Kestrel Global,2024-09-01,3.38%
Kestrel Global,2024-10-01,-2.55%
Kestrel Global,2024-11-01,-7.54%
Kestrel Global,2024-12-01,-4.01%
Everest Global,2021-01-01,0.78%
Everest Global,2021-02-01,0.71%
Everest Global,2021-03-01,4.9%
Everest Global,2021-04-01,-0.55%
Everest Global,2021-05-01,-0.52%
Everest Global,2021-06-01,-0.64%
Everest Global,2021-07-01,0.23%
Everest Global,2021-08-01,-0.1%
Everest Global,2021-09-01,-0.43%
Everest Global,2021-10-01,4.07%
Everest Global,2021-11-01,1.77%
Everest Global,2021-12-01,-0.71%
Everest Global,2022-01-01,1.52%
Everest Global,2022-02-01,1.49%
Everest Global,2022-03-01,-2.26%
Everest Global,2022-04-01,-0.13%
Everest Global,2022-05-01,-4.78%
Everest Global,2022-06-01,-11.45%
Everest Global,2022-07-01,-12.09%
Everest Global,2022-08-01,-9.03%
Everest Global,2022-09-01,2.52%
Everest Global,2022-10-01,-0.8%
Everest Global,2022-11-01,1.87%
Everest Global,2022-12-01,3.62%
Everest Global,2023-01-01,3.28%
Everest Global,2023-02-01,0.12%
Everest Global,2023-03-01,0.5%
Everest Global,2023-04-01,-0.51%
Everest Global,2023-05-01,-0.07%
Everest Global,2023-06-01,3.78%
Everest Global,2023-07-01,-1.49%
Everest Global,2023-08-01,-0.98%
Everest Global,2023-09-01,0.48%
Everest Global,2023-10-01,1.24%
Everest Global,2023-11-01,-0.26%
Everest Global,2023-12-01,-1.06%
Everest Global,2024-01-01,-0.19%
Everest Global,2024-02-01,0%
Everest Global,2024-03-01,1.2%
Everest Global,2024-04-01,1.51%
Everest Global,2024-05-01,-0.97%
Everest Global,2024-06-01,4.22%
Everest Global,2024-07-01,1.28%
Everest Global,2024-08-01,1.37%
Everest Global,2024-09-01,0.67%
Everest Global,2024-10-01,0.35%
Everest Global,2024-11-01,1.76%
Everest Global,2024-12-01,-0.32%
Westfield Fund,2022-01-01,-0.0333
Westfield Fund,2022-02-01,0.0142
Westfield Fund,2022-03-01,0.0217
Westfield Fund,2022-04-01,0.0088
Westfield Fund,2022-05-01,-0.0115
Westfield Fund,2022-06-01,-0.0066
Westfield Fund,2022-07-01,0.0176
Westfield Fund,2022-08-01,0.016
Westfield Fund,2022-09-01,0.0255
Westfield Fund,2022-10-01,0.0164
Westfield Fund,2022-11-01,0.0429
Westfield Fund,2022-12-01,0.0339
Westfield Fund,2023-01-01,-0.0979
Westfield Fund,2023-02-01,-0.1141
Westfield Fund,2023-03-01,-0.0786
Westfield Fund,2023-04-01,-0.1012
Westfield Fund,2023-05-01,0.0006
Westfield Fund,2023-06-01,0.0125
Westfield Fund,2023-07-01,0.0194
Westfield Fund,2023-08-01,0.0523
Westfield Fund,2023-09-01,0.0199
Westfield Fund,2023-10-01,-0.0249
Westfield Fund,2023-11-01,0.0053
Westfield Fund,2023-12-01,0.0346
Westfield Fund,2024-01-01,0.0263
Westfield Fund,2024-02-01,-0.0112
Westfield Fund,2024-03-01,0.013
Westfield Fund,2024-04-01,0.0312
Westfield Fund,2024-05-01,-0.031
Westfield Fund,2024-06-01,0.0084
Westfield Fund,2024-07-01,0.0051
Westfield Fund,2024-08-01,-0.0092
Westfield Fund,2024-09-01,0.0232
Westfield Fund,2024-10-01,-0.0105
Westfield Fund,2024-11-01,0.0016
Westfield Fund,2024-12-01,0.018
Tideline Capital,2022-01-01,-3.95%
Tideline Capital,2022-02-01,-1.68%
Tideline Capital,2022-03-01,0.16%
Tideline Capital,2022-04-01,15.63%
Tideline Capital,2022-05-01,-2.17%
Tideline Capital,2022-06-01,2.44%
Tideline Capital,2022-07-01,9.19%
Tideline Capital,2022-08-01,0.04%
Tideline Capital,2022-09-01,3.22%
Tideline Capital,2022-10-01,-6.71%
Tideline Capital,2022-11-01,-2%
Tideline Capital,2022-12-01,-1.12%
Tideline Capital,2023-01-01,-6.96%
Tideline Capital,2023-02-01,8.73%
Tideline Capital,2023-03-01,2.96%
Tideline Capital,2023-04-01,1.11%
Tideline Capital,2023-05-01,-0.54%
Tideline Capital,2023-06-01,0.74%
Tideline Capital,2023-07-01,1.24%
Tideline Capital,2023-08-01,1.32%
Tideline Capital,2023-09-01,3.88%
Tideline Capital,2023-10-01,-1.38%
Tideline Capital,2023-11-01,0.46%
Tideline Capital,2023-12-01,5%
Tideline Capital,2024-01-01,7.74%
Tideline Capital,2024-02-01,-2.38%
Tideline Capital,2024-03-01,5.13%
Tideline Capital,2024-04-01,0.94%
Tideline Capital,2024-05-01,4.34%
Tideline Capital,2024-06-01,5.84%
Tideline Capital,2024-07-01,6.56%
Tideline Capital,2024-08-01,-8.32%
Tideline Capital,2024-09-01,-5.2%
Tideline Capital,2024-10-01,2.99%
Tideline Capital,2024-11-01,-1.28%
Tideline Capital,2024-12-01,5.2%
Halcyon Partners,2024-07-01,2.31%
Halcyon Partners,2024-08-01,3.33%
Halcyon Partners,2024-09-01,-6.07%
Halcyon Partners,2024-10-01,-7.63%
Halcyon Partners,2024-11-01,-7.16%
Halcyon Partners,2024-12-01,-10.18%
Alpha Management,2021-01-01,4.65%
Alpha Management,2021-02-01,0.9%
Alpha Management,2021-03-01,2.65%
Alpha Management,2021-04-01,1.16%
Alpha Management,2021-05-01,3.21%
Alpha Management,2021-06-01,1.91%
Alpha Management,2021-07-01,-2%
Alpha Management,2021-08-01,-1.07%
Alpha Management,2021-09-01,-2.05%
Alpha Management,2021-10-01,0.86%
Alpha Management,2021-11-01,3.17%
Alpha Management,2021-12-01,1.42%
Alpha Management,2022-01-01,2.54%
Alpha Management,2022-02-01,0.63%
Alpha Management,2022-03-01,2.84%
Alpha Management,2022-04-01,4.39%
Alpha Management,2022-05-01,3.66%
Alpha Management,2022-06-01,-1.78%
Alpha Management,2022-07-01,2.3%
Alpha Management,2022-08-01,-0.57%
Alpha Management,2022-09-01,0.97%
Alpha Management,2022-10-01,0.49%
Alpha Management,2022-11-01,2.68%
Alpha Management,2022-12-01,2.58%
Alpha Management,2023-01-01,0.31%
Alpha Management,2023-02-01,1.23%
Alpha Management,2023-03-01,1.89%
Alpha Management,2023-04-01,5.62%
Alpha Management,2023-05-01,-1.16%
Alpha Management,2023-06-01,-0.09%
Alpha Management,2023-07-01,2.34%
Alpha Management,2023-08-01,0.84%
Alpha Management,2023-09-01,4.41%
Alpha Management,2023-10-01,-1.34%
Alpha Management,2023-11-01,0.17%
Alpha Management,2023-12-01,1.41%
Alpha Management,2024-01-01,0.12%
Alpha Management,2024-02-01,4.29%
Alpha Management,2024-03-01,1.77%
Alpha Management,2024-04-01,0.44%
Alpha Management,2024-05-01,-0.77%
Alpha Management,2024-06-01,2.1%
Alpha Management,2024-07-01,-0.72%
Alpha Management,2024-08-01,0.14%
Alpha Management,2024-09-01,1.31%
Alpha Management,2024-10-01,2.1%
Alpha Management,2024-11-01,3.4%
Alpha Management,2024-12-01,0.72%
Alpha Associates,2015-01-01,0.0113
Alpha Associates,2015-02-01,0.002
Alpha Associates,2015-03-01,0.046
Alpha Associates,2015-04-01,0.0233
Alpha Associates,2015-05-01,0.0218
Alpha Associates,2015-06-01,-0.0089
Alpha Associates,2015-07-01,0.0028
Alpha Associates,2015-08-01,0.0141
Alpha Associates,2015-09-01,0.0013
Alpha Associates,2015-10-01,0.0511
Alpha Associates,2015-11-01,0.0182
Alpha Associates,2015-12-01,0.0095
Alpha Associates,2016-01-01,0.0152
Alpha Associates,2016-02-01,0.0345
Alpha Associates,2016-03-01,-0.0036
Alpha Associates,2016-04-01,0.0019
Alpha Associates,2016-05-01,0.0709
Alpha Associates,2016-06-01,0.0035
Alpha Associates,2016-07-01,0.0036
Alpha Associates,2016-08-01,0.0125
Alpha Associates,2016-09-01,-0.0128
Alpha Associates,2016-10-01,-0.0189
Alpha Associates,2016-11-01,0.0078
Alpha Associates,2016-12-01,0.04
Alpha Associates,2017-01-01,0.0055
Alpha Associates,2017-02-01,-0.0206
Alpha Associates,2017-03-01,0.0065
Alpha Associates,2017-04-01,0.0197
Alpha Associates,2017-05-01,0.0184
Alpha Associates,2017-06-01,0.0139
Alpha Associates,2017-07-01,0.012
Alpha Associates,2017-08-01,0.0211
Alpha Associates,2017-09-01,0.0628
Alpha Associates,2017-10-01,0.0013
Alpha Associates,2017-11-01,0.0294
Alpha Associates,2017-12-01,-0.0025
Alpha Associates,2018-01-01,0.0154
Alpha Associates,2018-02-01,0.0257
Alpha Associates,2018-03-01,0.0463
Alpha Associates,2018-04-01,0.0115
Alpha Associates,2018-05-01,-0.0104
Alpha Associates,2018-06-01,0.0203
Alpha Associates,2018-07-01,0.0229
Alpha Associates,2018-08-01,0.007
Alpha Associates,2018-09-01,0.0256
Alpha Associates,2018-10-01,-0.0193
Alpha Associates,2018-11-01,0.0224
Alpha Associates,2018-12-01,0.0097
Alpha Associates,2019-01-01,0.0176
Alpha Associates,2019-02-01,-0.0007
Alpha Associates,2019-03-01,0.0031
Alpha Associates,2019-04-01,0.033
Alpha Associates,2019-05-01,0.0195
Alpha Associates,2019-06-01,-0.0089
Alpha Associates,2019-07-01,0.0333
Alpha Associates,2019-08-01,0.0186
Alpha Associates,2019-09-01,0.0008
Alpha Associates,2019-10-01,0.0374
Alpha Associates,2019-11-01,0.0297
Alpha Associates,2019-12-01,0.0174
Alpha Associates,2020-01-01,-0.0346
Alpha Associates,2020-02-01,-0.0033
Alpha Associates,2020-03-01,0.0061
Alpha Associates,2020-04-01,0.0424
Alpha Associates,2020-05-01,0.004
Alpha Associates,2020-06-01,-0.0007
Alpha Associates,2020-07-01,-0.0036
Alpha Associates,2020-08-01,-0.0047
Alpha Associates,2020-09-01,0.009
Alpha Associates,2020-10-01,0.0136
Alpha Associates,2020-11-01,-0.0019
Alpha Associates,2020-12-01,0.0086
Alpha Associates,2021-01-01,0.0127
Alpha Associates,2021-02-01,-0.0063
Alpha Associates,2021-03-01,-0.0056
Alpha Associates,2021-04-01,0.0003
Alpha Associates,2021-05-01,-0.0355
Alpha Associates,2021-06-01,0.0034
Alpha Associates,2021-07-01,0.0381
Alpha Associates,2021-08-01,0.0211
Alpha Associates,2021-09-01,0.0411
Alpha Associates,2021-10-01,0.0104
Alpha Associates,2021-11-01,0.0059
Alpha Associates,2021-12-01,0.0013
Alpha Associates,2022-01-01,-0.0164
Alpha Associates,2022-02-01,-0.0017
Alpha Associates,2022-03-01,0.0137
Alpha Associates,2022-04-01,0.0645
Alpha Associates,2022-05-01,0.0225
Alpha Associates,2022-06-01,0.0041
Alpha Associates,2022-07-01,0.0245
Alpha Associates,2022-08-01,0.0325
Alpha Associates,2022-09-01,0.0061
Alpha Associates,2022-10-01,0.0228
Alpha Associates,2022-11-01,0.0563
Alpha Associates,2022-12-01,0.0071
Alpha Associates,2023-01-01,0.01
Alpha Associates,2023-02-01,0.0479
Alpha Associates,2023-03-01,0.0039
Alpha Associates,2023-04-01,0.0125
Alpha Associates,2023-05-01,-0.0026
Alpha Associates,2023-06-01,0.0077
Alpha Associates,2023-07-01,-0.0019
Alpha Associates,2023-08-01,0.0162
Alpha Associates,2023-09-01,0.0173
Alpha Associates,2023-10-01,0.0283
Alpha Associates,2023-11-01,-0.0013
Alpha Associates,2023-12-01,-0.0391
Alpha Associates,2024-01-01,0.0146
Alpha Associates,2024-02-01,0.0145
Alpha Associates,2024-03-01,0.0015
Alpha Associates,2024-04-01,0.0112
Alpha Associates,2024-05-01,0.011
Alpha Associates,2024-06-01,0.0328
Alpha Associates,2024-07-01,0.0446
Alpha Associates,2024-08-01,0.0355
Alpha Associates,2024-09-01,-0.0248
Alpha Associates,2024-10-01,0.0291
Alpha Associates,2024-11-01,0.0376
Alpha Associates,2024-12-01,0.0076
Tideline Investments,2023-01-01,0.65%
Tideline Investments,2023-02-01,0.49%
Tideline Investments,2023-03-01,-0.06%
Tideline Investments,2023-04-01,-0.02%
Tideline Investments,2023-05-01,-0.28%
Tideline Investments,2023-06-01,-0.38%
Tideline Investments,2023-07-01,0.11%
Tideline Investments,2023-08-01,0.18%
Tideline Investments,2023-09-01,-0.15%
Tideline Investments,2023-10-01,-0.15%
Tideline Investments,2023-11-01,0.12%
Tideline Investments,2023-12-01,0.13%
Tideline Investments,2024-01-01,0.02%
Tideline Investments,2024-02-01,-0.35%
Tideline Investments,2024-03-01,0.1%
Tideline Investments,2024-04-01,-0.21%
Tideline Investments,2024-05-01,-0.38%
Tideline Investments,2024-06-01,-0.22%
Tideline Investments,2024-07-01,0.12%
Tideline Investments,2024-08-01,-0.49%
Tideline Investments,2024-09-01,-0.4%
Tideline Investments,2024-10-01,-0.01%
Tideline Investments,2024-11-01,-1.01%
Tideline Investments,2024-12-01,0.15%
Lodestar Macro Fund,2023-01-01,-3.91%
Lodestar Macro Fund,2023-02-01,3.16%
Lodestar Macro Fund,2023-03-01,3.64%
Lodestar Macro Fund,2023-04-01,1.33%
Lodestar Macro Fund,2023-05-01,2.38%
Lodestar Macro Fund,2023-06-01,1.1%
Lodestar Macro Fund,2023-07-01,-0.54%
Lodestar Macro Fund,2023-08-01,2.49%
Lodestar Macro Fund,2023-09-01,-7.52%
Lodestar Macro Fund,2023-10-01,-10.97%
Lodestar Macro Fund,2023-11-01,-9.6%
Lodestar Macro Fund,2023-12-01,-11.34%
Lodestar Macro Fund,2024-01-01,-4.4%
Lodestar Macro Fund,2024-02-01,4.44%
Lodestar Macro Fund,2024-03-01,-3.3%
Lodestar Macro Fund,2024-04-01,2.36%
Lodestar Macro Fund,2024-05-01,-0.17%
Lodestar Macro Fund,2024-06-01,0.06%
Lodestar Macro Fund,2024-07-01,1.14%
Lodestar Macro Fund,2024-08-01,0.72%
Lodestar Macro Fund,2024-09-01,0.55%
Lodestar Macro Fund,2024-10-01,2.83%
Lodestar Macro Fund,2024-11-01,1.35%
Lodestar Macro Fund,2024-12-01,-0.22%
Riverstone Holdings,2023-07-01,-1.5%
Riverstone Holdings,2023-08-01,-4.45%
Riverstone Holdings,2023-09-01,5.1%
Riverstone Holdings,2023-10-01,-1.11%
Riverstone Holdings,2023-11-01,-1.11%
Riverstone Holdings,2023-12-01,-4.13%
Riverstone Holdings,2024-01-01,-1.85%
Riverstone Holdings,2024-02-01,7.61%
Riverstone Holdings,2024-03-01,-11.14%
Riverstone Holdings,2024-04-01,0.93%
Riverstone Holdings,2024-05-01,-2.99%
Riverstone Holdings,2024-06-01,4.77%
Riverstone Holdings,2024-07-01,0.63%
Riverstone Holdings,2024-08-01,-4.14%
Riverstone Holdings,2024-09-01,2.31%
Riverstone Holdings,2024-10-01,-4.39%
Riverstone Holdings,2024-11-01,-2.19%
Riverstone Holdings,2024-12-01,6.33%
Tideline Partners,2024-07-01,0.0153
Tideline Partners,2024-08-01,0.0026
Tideline Partners,2024-09-01,-0.0751
Tideline Partners,2024-10-01,-0.0078
Tideline Partners,2024-11-01,-0.0491
Tideline Partners,2024-12-01,0.0046
Kestrel Capital,2024-07-01,4.36%
Kestrel Capital,2024-08-01,6.67%
Kestrel Capital,2024-09-01,-1.53%
Kestrel Capital,2024-10-01,-4.62%
Kestrel Capital,2024-11-01,0.24%
Kestrel Capital,2024-12-01,2.75%
Cedar Capital,2024-07-01,2.61%
Cedar Capital,2024-08-01,0.79%
Cedar Capital,2024-09-01,-1.68%
Cedar Capital,2024-10-01,-6.98%
Cedar Capital,2024-11-01,-6.41%
Cedar Capital,2024-12-01,-10.78%
Echo Associates,2020-01-01,-0.46%
Echo Associates,2020-02-01,-0.48%
Echo Associates,2020-03-01,0.9%
Echo Associates,2020-04-01,-0.17%
Echo Associates,2020-05-01,0.57%
Echo Associates,2020-06-01,-2.33%
Echo Associates,2020-07-01,-3.94%
Echo Associates,2020-08-01,1.38%
Echo Associates,2020-09-01,0.94%
Echo Associates,2020-10-01,-1.9%
Echo Associates,2020-11-01,-3.19%
Echo Associates,2020-12-01,1.83%
Echo Associates,2021-01-01,2.56%
Echo Associates,2021-02-01,-1.82%
Echo Associates,2021-03-01,-0.34%
Echo Associates,2021-04-01,-0.5%
Echo Associates,2021-05-01,-3.34%
Echo Associates,2021-06-01,-2.37%
Echo Associates,2021-07-01,-0.88%
Echo Associates,2021-08-01,0.5%
Echo Associates,2021-09-01,-3.19%
Echo Associates,2021-10-01,-12.08%
Echo Associates,2021-11-01,-7.9%
Echo Associates,2021-12-01,-11.02%
Echo Associates,2022-01-01,0.46%
Echo Associates,2022-02-01,-0.06%
Echo Associates,2022-03-01,2.14%
Echo Associates,2022-04-01,0.23%
Echo Associates,2022-05-01,2.03%
Echo Associates,2022-06-01,-0.2%
Echo Associates,2022-07-01,0.93%
Echo Associates,2022-08-01,3.34%
Echo Associates,2022-09-01,3.8%
Echo Associates,2022-10-01,2.89%
Echo Associates,2022-11-01,4.57%
Echo Associates,2022-12-01,-1.86%
Echo Associates,2023-01-01,0.7%
Echo Associates,2023-02-01,1.36%
Echo Associates,2023-03-01,4.75%
Echo Associates,2023-04-01,-0.48%
Echo Associates,2023-05-01,-1.72%
Echo Associates,2023-06-01,1.46%
Echo Associates,2023-07-01,0.65%
Echo Associates,2023-08-01,-0.03%
Echo Associates,2023-09-01,4.65%
Echo Associates,2023-10-01,4.5%
Echo Associates,2023-11-01,-0.33%
Echo Associates,2023-12-01,-3.88%
Echo Associates,2024-01-01,-0.12%
Echo Associates,2024-02-01,-0.39%
Echo Associates,2024-03-01,1.86%
Echo Associates,2024-04-01,-1.15%
Echo Associates,2024-05-01,0.81%
Echo Associates,2024-06-01,2.06%
Echo Associates,2024-07-01,-1%
Echo Associates,2024-08-01,2.23%
Echo Associates,2024-09-01,-1%
Echo Associates,2024-10-01,-0.79%
Echo Associates,2024-11-01,2.01%
